,Bids,Asks
0,34.479546805699016,34.67954680569902
1,34.501468470934334,34.70146847093434
2,34.462091545725336,34.66209154572534
3,34.37787693741939,34.57787693741939
4,34.37254656312056,34.57254656312056
5,34.33055427016953,34.53055427016953
6,34.30692440532391,34.506924405323915
7,34.32653507827478,34.52653507827478
8,34.3399340464062,34.5399340464062
9,34.35102488664942,34.55102488664942
10,34.429627088059384,34.62962708805939
11,34.45282306566586,34.652823065665864
12,34.60645985337488,34.80645985337488
13,34.6157902488803,34.815790248880305
14,34.59291497434308,34.792914974343084
15,34.50838506077431,34.70838506077431
16,34.434364401293564,34.63436440129357
17,34.48572773894036,34.685727738940365
18,34.522583620546484,34.72258362054649
19,34.51769703621589,34.717697036215895
20,34.50519927179171,34.70519927179171
21,34.45525964474287,34.65525964474287
22,34.446056990996674,34.64605699099668
23,34.45320866343944,34.65320866343944
24,34.339727686082526,34.53972768608253
25,34.38072185928559,34.580721859285596
26,34.266942521731735,34.46694252173174
27,34.28604331569347,34.48604331569347
28,34.28371680715974,34.483716807159745
29,34.30030423000114,34.50030423000114
30,34.26407586150525,34.46407586150525
31,34.35942609186046,34.559426091860466
32,34.40004365924499,34.600043659244996
33,34.43604592634694,34.636045926346945
34,34.426139761452134,34.62613976145214
35,34.422081098254196,34.6220810982542
36,34.47223391737492,34.672233917374925
37,34.54602181035839,34.74602181035839
38,34.62551761645864,34.82551761645864
39,34.62307236712055,34.82307236712055
40,34.62647295332904,34.826472953329045
41,34.64543890439225,34.84543890439225
42,34.63077362353119,34.83077362353119
43,34.59075455768937,34.790754557689375
44,34.60037110811043,34.80037110811043
45,34.62738864547514,34.827388645475146
46,34.65728677162439,34.857286771624395
47,34.653184971361306,34.85318497136131
48,34.616044105726246,34.81604410572625
49,34.64454582813968,34.84454582813968
50,34.66749112759171,34.86749112759171
51,34.61553472971107,34.815534729711075
52,34.66955301794256,34.869553017942565
53,34.71290886990466,34.91290886990466
54,34.71071443204703,34.91071443204703
55,34.63967212062446,34.83967212062446
56,34.57104537829057,34.77104537829057
57,34.595837757866995,34.795837757867
58,34.566263753053796,34.7662637530538
59,34.550934426909464,34.75093442690947
60,34.48729774720963,34.687297747209634
61,34.534013710258996,34.734013710259
62,34.4273653155912,34.627365315591206
63,34.424861700212524,34.62486170021253
64,34.44507793207039,34.64507793207039
65,34.47980121943584,34.679801219435845
66,34.50722957214517,34.707229572145174
67,34.43856027326854,34.638560273268546
68,34.41548633145124,34.615486331451244
69,34.37372977270028,34.57372977270028
70,34.30799060237703,34.507990602377035
71,34.20940589140542,34.40940589140542
72,34.23641376048176,34.43641376048176
73,34.30280407250598,34.50280407250598
74,34.27089942243519,34.470899422435195
75,34.314137450045706,34.51413745004571
76,34.3444920217083,34.5444920217083
77,34.29385214199762,34.49385214199762
78,34.287606092405106,34.48760609240511
79,34.290123202280455,34.49012320228046
80,34.33184355409754,34.53184355409754
81,34.33819696045818,34.53819696045818
82,34.24049916244846,34.44049916244846
83,34.34351243417674,34.54351243417674
84,34.36558417895653,34.565584178956534
85,34.30985437155393,34.509854371553935
86,34.223757164679505,34.42375716467951
87,34.175125168935764,34.37512516893577
88,34.15569044692372,34.355690446923724
89,34.11789985603456,34.317899856034565
90,34.091533156678466,34.29153315667847
91,34.03483844025169,34.23483844025169
92,34.06599890796195,34.26599890796195
93,34.00773601923414,34.20773601923414
94,34.03794655623798,34.237946556237986
95,34.07599285690669,34.27599285690669
96,33.99235528808404,34.192355288084045
97,33.966246764779676,34.16624676477968
98,34.017050929323425,34.21705092932343
99,34.026027443232415,34.22602744323242
100,34.07452332979639,34.274523329796395
101,34.13523968239508,34.335239682395084
102,34.072476215789685,34.27247621578969
103,34.04832329921252,34.24832329921252
104,34.06464331818639,34.264643318186394
105,34.04900320920358,34.249003209203586
106,34.06760364022097,34.267603640220976
107,34.14946941776573,34.34946941776573
108,34.13817952980511,34.33817952980511
109,34.150268481417925,34.35026848141793
110,34.142991531409244,34.34299153140925
111,34.02794842607496,34.22794842607496
112,33.98100766191639,34.18100766191639
113,33.96880026304376,34.168800263043764
114,33.94283970564463,34.14283970564463
115,33.98661566655856,34.186615666558566
116,34.04638129344881,34.24638129344881
117,34.00723409516938,34.20723409516938
118,34.066251168501026,34.26625116850103
119,34.0364861756611,34.236486175661106
120,34.05285988751224,34.252859887512244
121,34.030273611553305,34.23027361155331
122,33.9546993196958,34.1546993196958
123,33.91065768503199,34.110657685031995
124,33.81849842220131,34.01849842220131
125,33.86285390112878,34.06285390112878
126,33.937864208587214,34.13786420858722
127,33.98798134885271,34.187981348852716
128,33.97046380634065,34.170463806340656
129,34.00923143608383,34.20923143608383
130,33.90040638971502,34.100406389715026
131,33.957436382402406,34.15743638240241
132,34.06066834114761,34.260668341147614
133,34.0978984653141,34.297898465314105
134,34.06955618236663,34.269556182366635
135,34.11622812595546,34.31622812595546
136,34.11945548962623,34.319455489626236
137,34.06138227593072,34.26138227593072
138,33.985734153653844,34.18573415365385
139,33.97291379066311,34.17291379066311
140,33.97426888699194,34.174268886991946
141,33.831136484840364,34.03113648484037
142,33.9929225618531,34.1929225618531
143,33.96831355459627,34.168313554596274
144,34.04065837152805,34.240658371528056
145,34.04220953626076,34.242209536260766
146,34.11310985784134,34.31310985784134
147,34.23732188137881,34.437321881378814
148,34.20677127016364,34.406771270163645
149,34.18764066910527,34.387640669105274
150,34.22106736976821,34.42106736976821
151,34.27611811937272,34.47611811937272
152,34.28840586420305,34.48840586420305
153,34.279332707454046,34.47933270745405
154,34.20093927825628,34.40093927825628
155,34.20602270710159,34.40602270710159
156,34.1485474393171,34.3485474393171
157,34.1488326483864,34.348832648386406
158,34.216861502854236,34.41686150285424
159,34.238559370061196,34.4385593700612
160,34.25828819047302,34.45828819047302
161,34.1715176964752,34.3715176964752
162,34.19853359044876,34.398533590448764
163,34.16867366201555,34.36867366201555
164,34.0601171980743,34.260117198074305
165,34.13416401882609,34.334164018826094
166,34.12008180080015,34.32008180080015
167,34.12247337654192,34.32247337654192
168,34.14903944931038,34.34903944931038
169,34.21968208552869,34.41968208552869
170,34.177580856317924,34.37758085631793
171,34.259480531438335,34.45948053143834
172,34.25714022055106,34.45714022055106
173,34.212203667229055,34.41220366722906
174,34.21852038809652,34.418520388096525
175,34.183023816022384,34.38302381602239
176,34.17743945596235,34.37743945596235
177,34.26196749469997,34.46196749469997
178,34.15619078925338,34.35619078925338
179,34.16004167259569,34.36004167259569
180,34.15927212036822,34.359272120368225
181,34.1418039999705,34.3418039999705
182,34.11592953338754,34.315929533387546
183,34.15415276993636,34.35415276993636
184,34.12044823240545,34.320448232405454
185,33.959247010757004,34.15924701075701
186,33.87556242624635,34.07556242624635
187,33.85855328082367,34.05855328082367
188,33.90898055614492,34.10898055614492
189,33.93995675255556,34.13995675255556
190,33.8203517587322,34.020351758732204
191,33.851213787297745,34.05121378729775
192,33.85735903921289,34.05735903921289
193,33.828281079707146,34.02828107970715
194,33.80020654791429,34.000206547914296
195,33.83283319282498,34.03283319282498
196,33.84916837701884,34.049168377018844
197,33.793368940186724,33.99336894018673
198,33.73332941664431,33.93332941664431
199,33.739617757404346,33.93961775740435
200,33.84232062280827,34.042320622808276
